two_theta_deg,intensity_counts
3.672000e+001,1.210000e+002
3.674000e+001,1.300000e+002
3.676000e+001,1.130000e+002
3.678000e+001,1.130000e+002
3.680000e+001,1.040000e+002
3.682000e+001,1.120000e+002
3.684000e+001,8.600000e+001
3.686000e+001,1.000000e+002
3.688000e+001,9.100000e+001
3.690000e+001,8.000000e+001
3.692000e+001,9.000000e+001
3.694000e+001,7.700000e+001
3.696000e+001,8.400000e+001
3.698000e+001,6.900000e+001
3.700000e+001,8.600000e+001
3.702000e+001,7.100000e+001
3.704000e+001,7.800000e+001
3.706000e+001,9.000000e+001
3.708000e+001,7.900000e+001
3.710000e+001,8.300000e+001
3.712000e+001,7.700000e+001
3.714000e+001,6.400000e+001
3.716000e+001,5.700000e+001
3.718000e+001,6.500000e+001
3.720000e+001,7.500000e+001
3.722000e+001,5.200000e+001
3.724000e+001,7.700000e+001
3.726000e+001,5.400000e+001
3.728000e+001,8.300000e+001
3.730000e+001,6.900000e+001
3.732000e+001,7.300000e+001
3.734000e+001,5.700000e+001
3.736000e+001,5.400000e+001
